Period,Sender,Receiver,Group,OthersContribution,OthersPercentContribution,Points
14,14,6,3,10,50,-1
14,14,10,3,20,100,0
14,15,5,2,0,0,0
14,15,18,2,20,100,0
14,15,19,2,10,50,0
14,16,3,4,20,100,0
14,16,23,4,0,0,0
14,16,24,4,20,100,0
14,17,1,6,19,95,0
14,17,7,6,15,75,0
14,17,9,6,13,65,0
14,18,5,2,0,0,0
14,18,15,2,20,100,0
14,18,19,2,10,50,0
14,19,5,2,0,0,-2
14,19,15,2,20,100,0
14,19,18,2,20,100,0
14,20,8,5,17,85,0
14,20,11,5,19,95,0
14,20,21,5,15,75,0
14,21,8,5,17,85,0
14,21,11,5,19,95,0
14,21,20,5,20,100,0
14,22,2,1,8,40,0
14,22,12,1,12,60,0
14,22,13,1,15,75,0
14,23,3,4,20,100,0
14,23,16,4,17,85,0
14,23,24,4,20,100,0
14,24,3,4,20,100,0
14,24,16,4,17,85,0
14,24,23,4,0,0,-5
15,1,2,6,8,40,-3
15,1,3,6,19,95,0
15,1,19,6,10,50,-1
15,2,1,6,15,75,0
15,2,3,6,19,95,0
15,2,19,6,10,50,0
15,3,1,6,15,75,-1
15,3,2,6,8,40,-3
15,3,19,6,10,50,-2
15,4,6,5,10,50,-5
15,4,12,5,9,45,-5
15,4,23,5,0,0,-5
15,5,10,4,20,100,0
15,5,15,4,20,100,0
15,5,16,4,16,80,0
15,6,4,5,20,100,0
15,6,12,5,9,45,0
15,6,23,5,0,0,0
15,7,14,1,17,85,0
15,7,18,1,15,75,0
15,7,22,1,9,45,0
15,8,17,2,0,0,-2
15,8,20,2,20,100,0
15,8,21,2,17,85,0
15,9,11,3,19,95,0
15,9,13,3,0,0,-2
15,9,24,3,20,100,0
15,10,5,4,0,0,-3
15,10,15,4,20,100,0
15,10,16,4,16,80,0
15,11,9,3,13,65,-2
15,11,13,3,0,0,-3
15,11,24,3,20,100,0
15,12,4,5,20,100,0
15,12,6,5,10,50,0
15,12,23,5,0,0,0
15,13,9,3,13,65,0
15,13,11,3,19,95,0
15,13,24,3,20,100,0
15,14,7,1,15,75,0
15,14,18,1,15,75,0
15,14,22,1,9,45,-2
15,15,5,4,0,0,0
15,15,10,4,20,100,0
15,15,16,4,16,80,0
15,16,5,4,0,0,0
15,16,10,4,20,100,0
15,16,15,4,20,100,0
15,17,8,2,17,85,0
15,17,20,2,20,100,0
15,17,21,2,17,85,0
15,18,7,1,15,75,0
15,18,14,1,17,85,0
15,18,22,1,9,45,0
15,19,1,6,15,75,0
15,19,2,6,8,40,-1
15,19,3,6,19,95,0
15,20,8,2,17,85,0
15,20,17,2,0,0,0
15,20,21,2,17,85,0
15,21,8,2,17,85,0
15,21,17,2,0,0,0
15,21,20,2,20,100,0
15,22,7,1,15,75,0
15,22,14,1,17,85,0
15,22,18,1,15,75,0
15,23,4,5,20,100,0
15,23,6,5,10,50,0
15,23,12,5,9,45,0
15,24,9,3,13,65,-1
15,24,11,3,19,95,0
15,24,13,3,0,0,-4
16,1,4,1,20,100,0
16,1,19,1,10,50,0
16,1,24,1,20,100,0
16,2,8,5,17,85,0
16,2,10,5,20,100,0
16,2,11,5,19,95,0
16,3,15,4,20,100,0
16,3,16,4,17,85,-1
16,3,20,4,20,100,0
16,4,1,1,15,75,0
16,4,19,1,10,50,-2
16,4,24,1,20,100,0
16,5,12,3,10,50,0
16,5,17,3,0,0,0
16,5,18,3,15,75,0
16,6,14,2,15,75,0
16,6,22,2,6,30,0
16,6,23,2,0,0,0
16,7,9,6,13,65,0
16,7,13,6,13,65,0
16,7,21,6,15,75,0
16,8,2,5,10,50,-1
16,8,10,5,20,100,0
16,8,11,5,19,95,0
16,9,7,6,10,50,0
16,9,13,6,13,65,0
16,9,21,6,15,75,0
16,10,2,5,10,50,-1
16,10,8,5,17,85,0
16,10,11,5,19,95,0
16,11,2,5,10,50,-2
16,11,8,5,17,85,0
16,11,10,5,20,100,0
16,12,5,3,0,0,0
16,12,17,3,0,0,0
16,12,18,3,15,75,0
16,13,7,6,10,50,0
16,13,9,6,13,65,0
16,13,21,6,15,75,0
16,14,6,2,10,50,-3
16,14,22,2,6,30,-3
16,14,23,2,0,0,-5
16,15,3,4,19,95,0
16,15,16,4,17,85,0
16,15,20,4,20,100,0
16,16,3,4,19,95,0
16,16,15,4,20,100,0
16,16,20,4,20,100,0
16,17,5,3,0,0,0
16,17,12,3,10,50,0
16,17,18,3,15,75,0
16,18,5,3,0,0,0
16,18,12,3,10,50,0
16,18,17,3,0,0,0
16,19,1,1,15,75,0
16,19,4,1,20,100,0
16,19,24,1,20,100,0
16,20,3,4,19,95,0
16,20,15,4,20,100,0
16,20,16,4,17,85,0
16,21,7,6,10,50,0
16,21,9,6,13,65,0
16,21,13,6,13,65,0
16,22,6,2,10,50,0
16,22,14,2,15,75,0
16,22,23,2,0,0,0
16,23,6,2,10,50,0
16,23,14,2,15,75,0
16,23,22,2,6,30,0
16,24,1,1,15,75,0
16,24,4,1,20,100,0
16,24,19,1,10,50,-2
17,1,17,5,0,0,-5
17,1,23,5,0,0,-5
17,1,24,5,20,100,0
17,2,6,1,10,50,0
17,2,7,1,12,60,0
17,2,20,1,20,100,0
17,3,5,6,0,0,-2
17,3,13,6,14,70,-1
17,3,15,6,20,100,0
17,4,14,4,15,75,0
17,4,19,4,10,50,-3
17,4,21,4,10,50,-3
17,5,3,6,19,95,0
17,5,13,6,14,70,0
17,5,15,6,20,100,0
17,6,2,1,14,70,0
17,6,7,1,12,60,0
17,6,20,1,20,100,0
17,7,2,1,14,70,0
17,7,6,1,10,50,0
17,7,20,1,20,100,0
17,8,9,3,10,50,-1
17,8,10,3,20,100,0
17,8,11,3,19,95,0
17,9,8,3,17,85,0
17,9,10,3,20,100,0
17,9,11,3,19,95,0
17,10,8,3,17,85,-1
17,10,9,3,10,50,-2
17,10,11,3,19,95,0
17,11,8,3,17,85,0
17,11,9,3,10,50,-2
17,11,10,3,20,100,0
17,12,16,2,18,90,0
17,12,18,2,15,75,0
17,12,22,2,5,25,0
17,13,3,6,19,95,0
17,13,5,6,0,0,-2
17,13,15,6,20,100,0
17,14,4,4,20,100,0
17,14,19,4,10,50,-3
17,14,21,4,10,50,-3
17,15,3,6,19,95,0
17,15,5,6,0,0,0
17,15,13,6,14,70,0
17,16,12,2,7,35,0
17,16,18,2,15,75,0
17,16,22,2,5,25,0
17,17,1,5,20,100,0
17,17,23,5,0,0,0
17,17,24,5,20,100,0
17,18,12,2,7,35,0
17,18,16,2,18,90,0
17,18,22,2,5,25,0
17,19,4,4,20,100,0
17,19,14,4,15,75,0
17,19,21,4,10,50,-1
17,20,2,1,14,70,0
17,20,6,1,10,50,0
17,20,7,1,12,60,0
17,21,4,4,20,100,0
17,21,14,4,15,75,0
17,21,19,4,10,50,0
17,22,12,2,7,35,0
17,22,16,2,18,90,0
17,22,18,2,15,75,0
17,23,1,5,20,100,0
17,23,17,5,0,0,0
17,23,24,5,20,100,0
17,24,1,5,20,100,0
17,24,17,5,0,0,0
17,24,23,5,0,0,0
18,1,5,3,0,0,-5
18,1,8,3,17,85,0
18,1,19,3,10,50,-2
18,2,3,2,19,95,0
18,2,6,2,10,50,0
18,2,11,2,19,95,0
18,3,2,2,12,60,-1
18,3,6,2,10,50,-2
18,3,11,2,19,95,0
18,4,12,6,6,30,0
18,4,18,6,10,50,0
18,4,22,6,7,35,0
18,5,1,3,20,100,0
18,5,8,3,17,85,0
18,5,19,3,10,50,0
18,6,2,2,12,60,0
18,6,3,2,19,95,0
18,6,11,2,19,95,0
18,7,9,5,10,50,0
18,7,15,5,20,100,0
18,7,20,5,20,100,0
18,8,1,3,20,100,0
18,8,5,3,0,0,-2
18,8,19,3,10,50,0
18,9,7,5,15,75,0
18,9,15,5,20,100,0
18,9,20,5,20,100,0
18,10,14,1,15,75,0
18,10,16,1,16,80,0
18,10,23,1,0,0,-4
18,11,2,2,12,60,-1
18,11,3,2,19,95,0
18,11,6,2,10,50,-2
18,12,4,6,20,100,0
18,12,18,6,10,50,0
18,12,22,6,7,35,0
18,13,17,4,3,15,-1
18,13,21,4,12,60,0
18,13,24,4,0,0,-1
18,14,10,1,20,100,0
18,14,16,1,16,80,0
18,14,23,1,0,0,-5
18,15,7,5,15,75,0
18,15,9,5,10,50,0
18,15,20,5,20,100,0
18,16,10,1,20,100,0
18,16,14,1,15,75,0
18,16,23,1,0,0,0
18,17,13,4,13,65,0
18,17,21,4,12,60,0
18,17,24,4,0,0,0
18,18,4,6,20,100,0
18,18,12,6,6,30,0
18,18,22,6,7,35,0
18,19,1,3,20,100,0
18,19,5,3,0,0,-2
18,19,8,3,17,85,0
18,20,7,5,15,75,0
18,20,9,5,10,50,0
18,20,15,5,20,100,0
18,21,13,4,13,65,0
18,21,17,4,3,15,0
18,21,24,4,0,0,0
18,22,4,6,20,100,0
18,22,12,6,6,30,0
18,22,18,6,10,50,0
18,23,10,1,20,100,0
18,23,14,1,15,75,0
18,23,16,1,16,80,0
18,24,13,4,13,65,0
18,24,17,4,3,15,0
18,24,21,4,12,60,0
19,1,12,6,8,40,0
19,1,16,6,17,85,0
19,1,19,6,10,50,0
19,2,18,2,15,75,0
19,2,20,2,20,100,0
19,2,23,2,0,0,-3
19,3,6,4,15,75,0
19,3,13,4,5,25,-3
19,3,15,4,20,100,0
19,4,7,5,15,75,0
19,4,11,5,18,90,0
19,4,22,5,10,50,-2
19,5,10,3,20,100,0
19,5,17,3,0,0,0
19,5,24,3,0,0,0
19,6,3,4,20,100,0
19,6,13,4,5,25,0
19,6,15,4,20,100,0
19,7,4,5,20,100,0
19,7,11,5,18,90,0
19,7,22,5,10,50,0
19,8,9,1,13,65,0
19,8,14,1,15,75,0
19,8,21,1,5,25,-1
19,9,8,1,17,85,0
19,9,14,1,15,75,0
19,9,21,1,5,25,-1
19,10,5,3,0,0,-3
19,10,17,3,0,0,-2
19,10,24,3,0,0,-3
19,11,4,5,20,100,0
19,11,7,5,15,75,-1
19,11,22,5,10,50,-2
19,12,1,6,0,0,0
19,12,16,6,17,85,0
19,12,19,6,10,50,0
19,13,3,4,20,100,0
19,13,6,4,15,75,0
19,13,15,4,20,100,0
19,14,8,1,17,85,0
19,14,9,1,13,65,-1
19,14,21,1,5,25,-4
19,15,3,4,20,100,0
19,15,6,4,15,75,0
19,15,13,4,5,25,0
19,16,1,6,0,0,0
19,16,12,6,8,40,0
19,16,19,6,10,50,0
19,17,5,3,0,0,0
19,17,10,3,20,100,0
19,17,24,3,0,0,0
19,18,2,2,12,60,0
19,18,20,2,20,100,0
19,18,23,2,0,0,0
19,19,1,6,0,0,-2
19,19,12,6,8,40,0
19,19,16,6,17,85,0
19,20,2,2,12,60,0
19,20,18,2,15,75,0
19,20,23,2,0,0,0
19,21,8,1,17,85,0
19,21,9,1,13,65,0
19,21,14,1,15,75,0
19,22,4,5,20,100,0
19,22,7,5,15,75,0
19,22,11,5,18,90,0
19,23,2,2,12,60,0
19,23,18,2,15,75,0
19,23,20,2,20,100,0
19,24,5,3,0,0,0
19,24,10,3,20,100,0
19,24,17,3,0,0,0
20,1,4,5,20,100,0
20,1,8,5,17,85,0
20,1,23,5,0,0,0
20,2,5,6,0,0,-3
20,2,9,6,11,55,0
20,2,15,6,5,25,-1
20,3,14,4,15,75,0
20,3,17,4,0,0,-5
20,3,19,4,10,50,0
20,4,1,5,0,0,-2
20,4,8,5,17,85,0
20,4,23,5,0,0,-2
20,5,2,6,12,60,0
20,5,9,6,11,55,0
20,5,15,6,5,25,0
20,6,12,3,10,50,0
20,6,16,3,11,55,0
20,6,20,3,20,100,0
20,7,10,2,10,50,0
20,7,21,2,10,50,0
20,7,22,2,8,40,0
20,8,1,5,0,0,-1
20,8,4,5,20,100,0
20,8,23,5,0,0,-1
20,9,2,6,12,60,0
20,9,5,6,0,0,-2
20,9,15,6,5,25,-2
20,10,7,2,15,75,0
20,10,21,2,10,50,0
20,10,22,2,8,40,0
20,11,13,1,0,0,-4
20,11,18,1,10,50,-2
20,11,24,1,0,0,-4
20,12,6,3,15,75,0
20,12,16,3,11,55,0
20,12,20,3,20,100,0
20,13,11,1,18,90,0
20,13,18,1,10,50,0
20,13,24,1,0,0,0
20,14,3,4,20,100,0
20,14,17,4,0,0,-5
20,14,19,4,10,50,-3
20,15,2,6,12,60,0
20,15,5,6,0,0,0
20,15,9,6,11,55,0
20,16,6,3,15,75,0
20,16,12,3,10,50,0
20,16,20,3,20,100,0
20,17,3,4,20,100,0
20,17,14,4,15,75,0
20,17,19,4,10,50,0
20,18,11,1,18,90,0
20,18,13,1,0,0,0
20,18,24,1,0,0,0
20,19,3,4,20,100,0
20,19,14,4,15,75,0
20,19,17,4,0,0,-2
20,20,6,3,15,75,0
20,20,12,3,10,50,0
20,20,16,3,11,55,0
20,21,7,2,15,75,0
20,21,10,2,10,50,0
20,21,22,2,8,40,0
20,22,7,2,15,75,0
20,22,10,2,10,50,0
20,22,21,2,10,50,0
20,23,1,5,0,0,0
20,23,4,5,20,100,0
20,23,8,5,17,85,0
20,24,11,1,18,90,0
20,24,13,1,0,0,0
20,24,18,1,10,50,0
