Period,Subject,Group,Profit,TotalProfit,Participate,Total_Deduct,Total_First_Income,Total_Cost,contribution,TimeOKStage1OK,percentContribution,sumContribution,Profit1Own,Profit1Group,Profit1,TimeOKProfitDisplayStage1OK,Cost,TimeOKStage2OK,ReceivedPoints,Reduction,Profit2,Temp_Profit,TimeOKProfitDisplayStage2OK,TotalProfitEnd,TimeCalculateCostsStage2OK
1,1,6,23.6,48.6,0,0,27.6,4,20,40,100,69,0,27.6,27.6,38,4,50,0,0,23.6,23.6,39,23.6,54
1,2,3,18.6,43.6,0,-15,33.6,0,4,35,20,44,16,17.6,33.6,32,0,102,-5,-15,18.6,33.6,38,18.6,103
1,3,4,10.8,35.8,0,0,15.8,5,15,40,75,27,5,10.8,15.8,31,5,82,0,0,10.8,10.8,38,10.8,89
1,4,5,11.2,36.2,0,0,19.2,8,20,44,100,48,0,19.2,19.2,31,8,87,0,0,11.2,11.2,34,11.2,92
1,5,1,24.8,49.8,0,-3,27.8,0,7,36,35,37,13,14.8,27.8,9,0,93,-1,-3,24.8,27.8,27,24.8,99
1,6,1,23.8,48.8,0,-6,29.8,0,5,48,25,37,15,14.8,29.8,34,0,107,-2,-6,23.8,29.8,37,23.8,114
1,7,3,23.6,48.6,0,-3,27.6,1,10,46,50,44,10,17.6,27.6,24,1,44,-1,-3,23.6,26.6,37,23.6,56
1,8,1,13.8,38.8,0,0,17.8,4,17,46,85,37,3,14.8,17.8,14,4,80,0,0,13.8,13.8,38,13.8,82
1,9,2,26,51,0,0,28,2,20,42,100,70,0,28,28,33,2,78,0,0,26,26,36,26,84
1,10,2,26,51,0,0,28,2,20,40,100,70,0,28,28,25,2,99,0,0,26,26,38,26,104
1,11,6,27.6,52.6,0,0,27.6,0,20,34,100,69,0,27.6,27.6,35,0,90,0,0,27.6,27.6,37,27.6,92
1,12,4,25.8,50.8,0,0,25.8,0,5,30,25,27,15,10.8,25.8,16,0,87,0,0,25.8,25.8,30,25.8,94
1,13,1,23.8,48.8,0,-3,26.8,0,8,45,40,37,12,14.8,26.8,32,0,106,-1,-3,23.8,26.8,37,23.8,109
1,14,6,27.6,52.6,0,0,27.6,0,20,47,100,69,0,27.6,27.6,34,0,105,0,0,27.6,27.6,37,27.6,109
1,15,5,22.2,47.2,0,-12,34.2,0,5,40,25,48,15,19.2,34.2,0,0,82,-4,-12,22.2,34.2,34,22.2,91
1,16,6,26.6,51.6,0,-12,38.6,0,9,38,45,69,11,27.6,38.6,34,0,112,-4,-12,26.6,38.6,39,26.6,114
1,17,4,13.8,38.8,0,-15,28.8,0,2,44,10,27,18,10.8,28.8,35,0,107,-5,-15,13.8,28.8,36,13.8,108
1,18,2,28,53,0,0,28,0,20,45,100,70,0,28,28,37,0,115,0,0,28,28,39,28,116
1,19,2,26,51,0,-12,38,0,10,45,50,70,10,28,38,36,0,114,-4,-12,26,38,38,26,115
1,20,3,23.6,48.6,0,-3,27.6,1,10,47,50,44,10,17.6,27.6,19,1,103,-1,-3,23.6,26.6,38,23.6,105
1,21,4,25.8,50.8,0,0,25.8,0,5,45,25,27,15,10.8,25.8,30,0,107,0,0,25.8,25.8,38,25.8,108
1,22,5,24.2,49.2,0,-12,36.2,0,3,47,15,48,17,19.2,36.2,31,0,109,-4,-12,24.2,36.2,21,24.2,111
1,23,5,19.2,44.2,0,0,19.2,0,20,43,100,48,0,19.2,19.2,31,0,98,0,0,19.2,19.2,39,19.2,101
1,24,3,12.6,37.6,0,0,17.6,5,20,44,100,44,0,17.6,17.6,24,5,47,0,0,12.6,12.6,29,12.6,51
2,1,6,26,74.6,0,0,55.6,6,20,28,100,70,0,28,28,18,2,46,0,0,26,26,9,49.6,47
2,2,3,27.8,71.4,0,-15,61.4,0,7,21,35,37,13,14.8,27.8,15,0,47,0,0,27.8,27.8,9,46.4,48
2,3,2,22,57.8,0,-12,49.8,5,10,28,50,60,10,24,34,15,0,45,-4,-12,22,34,7,32.8,46
2,4,4,14.6,50.8,0,0,41.8,16,15,28,75,44,5,17.6,22.6,12,8,33,0,0,14.6,14.6,8,25.8,34
2,5,4,18.6,68.4,0,-12,55.4,0,10,20,50,44,10,17.6,27.6,6,0,39,-3,-9,18.6,27.6,6,43.4,47
2,6,4,18.6,67.4,0,-15,57.4,0,10,28,50,44,10,17.6,27.6,17,0,46,-3,-9,18.6,27.6,9,42.4,53
2,7,6,23,71.6,0,-18,65.6,1,10,25,50,70,10,28,38,15,0,32,-5,-15,23,38,7,46.6,34
2,8,5,25.2,64,0,0,46,7,13,28,65,53,7,21.2,28.2,0,3,31,0,0,25.2,25.2,9,39,41
2,9,5,18.2,69.2,0,0,49.2,5,20,26,100,53,0,21.2,21.2,15,3,37,0,0,18.2,18.2,5,44.2,39
2,10,6,27,78,0,0,56,3,20,27,100,70,0,28,28,17,1,53,0,0,27,27,9,53,54
2,11,6,26,78.6,0,0,55.6,2,20,28,100,70,0,28,28,16,2,36,0,0,26,26,9,53.6,38
2,12,3,28.8,79.6,0,0,54.6,0,6,20,30,37,14,14.8,28.8,12,0,45,0,0,28.8,28.8,7,54.6,47
2,13,4,22.6,71.4,0,-9,55.4,0,9,28,45,44,11,17.6,28.6,12,0,48,-2,-6,22.6,28.6,9,46.4,51
2,14,5,21.2,73.8,0,0,48.8,0,20,26,100,53,0,21.2,21.2,16,0,44,0,0,21.2,21.2,5,48.8,46
2,15,2,22,69.2,0,-24,68.2,0,10,21,50,60,10,24,34,15,0,54,-4,-12,22,34,4,44.2,54
2,16,3,13.8,65.4,0,-12,53.4,1,20,28,100,37,0,14.8,14.8,10,1,34,0,0,13.8,13.8,9,40.4,36
2,17,1,28.8,67.6,0,-21,63.6,0,0,28,0,37,20,14.8,34.8,15,0,53,-2,-6,28.8,34.8,9,42.6,55
2,18,1,14.8,67.8,0,0,42.8,0,20,29,100,37,0,14.8,14.8,16,0,52,0,0,14.8,14.8,9,42.8,53
2,19,2,20,71,0,-12,62,4,20,28,100,60,0,24,24,16,4,45,0,0,20,20,10,46,48
2,20,1,20.8,69.4,0,-3,50.4,3,12,23,60,37,8,14.8,22.8,16,2,38,0,0,20.8,20.8,8,44.4,39
2,21,1,29.8,80.6,0,0,55.6,0,5,28,25,37,15,14.8,29.8,14,0,53,0,0,29.8,29.8,8,55.6,54
2,22,3,27.8,77,0,-15,67,0,4,22,20,37,16,14.8,30.8,15,0,50,-1,-3,27.8,30.8,9,52,55
2,23,5,23.2,67.4,0,-18,60.4,0,0,28,0,53,20,21.2,41.2,11,0,50,-6,-18,23.2,41.2,9,42.4,50
2,24,2,20,57.6,0,0,41.6,9,20,28,100,60,0,24,24,17,4,48,0,0,20,20,5,32.6,48
3,1,1,24.8,99.4,0,0,82.4,8,20,28,100,67,0,26.8,26.8,18,2,34,0,0,24.8,24.8,6,74.4,39
3,2,6,24.4,95.8,0,-24,94.8,0,5,28,25,46,15,18.4,33.4,20,0,51,-3,-9,24.4,33.4,99999,70.8,52
3,3,1,23.8,81.6,0,-12,76.6,8,20,30,100,67,0,26.8,26.8,16,3,47,0,0,23.8,23.8,10,56.6,49
3,4,5,16,66.8,0,-15,72.8,16,15,29,75,65,5,26,31,14,0,42,-5,-15,16,31,10,41.8,47
3,5,4,28,96.4,0,-18,89.4,0,12,26,60,65,8,26,34,14,0,42,-2,-6,28,34,10,71.4,43
3,6,5,36,103.4,0,-15,93.4,0,10,28,50,65,10,26,36,14,0,47,0,0,36,36,10,78.4,47
3,7,3,21.2,92.8,0,-18,86.8,1,20,29,100,53,0,21.2,21.2,16,0,42,0,0,21.2,21.2,10,67.8,48
3,8,2,18.8,82.8,0,0,67.8,10,15,28,75,42,5,16.8,21.8,9,3,39,0,0,18.8,18.8,10,57.8,40
3,9,3,18.2,87.4,0,0,70.4,8,20,27,100,53,0,21.2,21.2,14,3,35,0,0,18.2,18.2,7,62.4,35
3,10,2,13.8,91.8,0,0,72.8,6,20,29,100,42,0,16.8,16.8,11,3,35,0,0,13.8,13.8,4,66.8,37
3,11,5,21,99.6,0,0,81.6,7,20,28,100,65,0,26,26,17,5,45,0,0,21,21,10,74.6,47
3,12,6,25.4,105,0,-6,86,0,7,25,35,46,13,18.4,31.4,9,0,44,-2,-6,25.4,31.4,10,80,50
3,13,3,31.2,102.6,0,-9,86.6,0,10,29,50,53,10,21.2,31.2,16,0,50,0,0,31.2,31.2,10,77.6,50
3,14,5,26,99.8,0,0,74.8,0,20,28,100,65,0,26,26,16,0,50,0,0,26,26,6,74.8,53
3,15,1,18.8,88,0,-42,105,0,10,27,50,67,10,26.8,36.8,16,0,48,-6,-18,18.8,36.8,10,63,50
3,16,1,28.8,94.2,0,-12,83.2,2,17,26,85,67,3,26.8,29.8,16,1,51,0,0,28.8,28.8,10,69.2,52
3,17,2,22.8,90.4,0,-33,98.4,0,2,28,10,42,18,16.8,34.8,17,0,55,-4,-12,22.8,34.8,10,65.4,56
3,18,4,26,93.8,0,0,68.8,0,20,28,100,65,0,26,26,19,0,56,0,0,26,26,10,68.8,57
3,19,4,22,93,0,-12,88,8,20,28,100,65,0,26,26,19,4,51,0,0,22,22,10,68,52
3,20,6,20.4,89.8,0,-6,74.8,4,14,21,70,46,6,18.4,24.4,14,1,49,-1,-3,20.4,23.4,10,64.8,50
3,21,2,25.8,106.4,0,-6,87.4,0,5,30,25,42,15,16.8,31.8,12,0,56,-2,-6,25.8,31.8,10,81.4,57
3,22,3,29.2,106.2,0,-24,105.2,0,3,28,15,53,17,21.2,38.2,17,0,55,-3,-9,29.2,38.2,6,81.2,56
3,23,4,27,94.4,0,-24,93.4,0,13,27,65,65,7,26,33,1,0,53,-2,-6,27,33,7,69.4,53
3,24,6,13.4,71,0,0,60,14,20,28,100,46,0,18.4,18.4,18,5,35,0,0,13.4,13.4,10,46,43
4,1,1,28,127.4,0,0,112.4,10,20,29,100,75,0,30,30,19,2,31,0,0,28,28,6,102.4,31
4,2,5,28,123.8,0,-27,125.8,0,7,30,35,45,13,18,31,17,0,52,-1,-3,28,31,8,98.8,53
4,3,5,18,99.6,0,-12,99.6,13,15,29,75,45,5,18,23,18,5,35,0,0,18,18,10,74.6,36
4,4,1,26,92.8,0,-24,107.8,16,15,25,75,75,5,30,35,17,0,57,-3,-9,26,35,10,67.8,58
4,5,4,26,122.4,0,-18,115.4,0,20,25,100,65,0,26,26,13,0,48,0,0,26,26,8,97.4,53
4,6,6,26.2,129.6,0,-21,125.6,0,15,29,75,68,5,27.2,32.2,18,0,55,-2,-6,26.2,32.2,8,104.6,57
4,7,4,33,125.8,0,-21,122.8,1,10,29,50,65,10,26,36,17,0,49,-1,-3,33,36,6,100.8,50
4,8,6,26.2,109,0,-6,100,10,15,25,75,68,5,27.2,32.2,10,0,51,-2,-6,26.2,32.2,5,84,54
4,9,2,20.4,107.8,0,0,93.8,11,15,28,75,46,5,18.4,23.4,16,3,43,0,0,20.4,20.4,7,82.8,44
4,10,3,24.2,116,0,0,98,7,20,26,100,63,0,25.2,25.2,0,1,46,0,0,24.2,24.2,8,91,48
4,11,6,21.2,120.8,0,0,108.8,13,20,29,100,68,0,27.2,27.2,20,6,14,0,0,21.2,21.2,9,95.8,18
4,12,2,25.4,130.4,0,-6,111.4,0,13,25,65,46,7,18.4,25.4,11,0,51,0,0,25.4,25.4,6,105.4,54
4,13,3,32.2,134.8,0,-9,118.8,0,13,27,65,63,7,25.2,32.2,18,0,52,0,0,32.2,32.2,10,109.8,54
4,14,3,25.2,125,0,0,100,0,20,29,100,63,0,25.2,25.2,17,0,51,0,0,25.2,25.2,9,100,54
4,15,1,30,118,0,-42,135,0,20,26,100,75,0,30,30,18,0,55,0,0,30,30,7,93,56
4,16,6,23.2,117.4,0,-18,112.4,2,18,25,90,68,2,27.2,29.2,18,0,49,-2,-6,23.2,29.2,8,92.4,50
4,17,5,23,113.4,0,-45,133.4,0,3,24,15,45,17,18,35,18,0,56,-4,-12,23,35,9,88.4,57
4,18,4,26,119.8,0,0,94.8,0,20,29,100,65,0,26,26,20,0,56,0,0,26,26,7,94.8,56
4,19,2,21.4,114.4,0,-12,111.4,10,15,29,75,46,5,18.4,23.4,18,2,49,0,0,21.4,21.4,10,89.4,50
4,20,4,30,119.8,0,-6,105.8,5,15,28,75,65,5,26,31,16,1,49,0,0,30,30,4,94.8,50
4,21,3,32.2,138.6,0,-9,122.6,0,10,30,50,63,10,25.2,35.2,14,0,56,-1,-3,32.2,35.2,10,113.6,57
4,22,2,20.4,126.6,0,-39,140.6,0,3,25,15,46,17,18.4,35.4,17,0,54,-5,-15,20.4,35.4,9,101.6,57
4,23,5,18,112.4,0,-24,111.4,0,20,29,100,45,0,18,18,16,0,51,0,0,18,18,10,87.4,52
4,24,1,29,100,0,0,90,15,20,26,100,75,0,30,30,18,1,52,0,0,29,29,9,75,54
5,1,3,28,155.4,0,0,142.4,12,20,28,100,75,0,30,30,20,2,50,0,0,28,28,10,130.4,51
5,2,1,26.8,150.6,0,-36,161.6,0,7,30,35,57,13,22.8,35.8,18,0,54,-3,-9,26.8,35.8,10,125.6,58
5,3,4,25.2,124.8,0,-12,127.8,16,15,99999,75,58,5,23.2,28.2,18,3,44,0,0,25.2,25.2,10,99.8,49
5,4,3,28,120.8,0,-24,137.8,18,20,30,100,75,0,30,30,17,2,52,0,0,28,28,10,95.8,53
5,5,6,21.2,143.6,0,-18,136.6,0,20,28,100,53,0,21.2,21.2,15,0,55,0,0,21.2,21.2,10,118.6,56
5,6,6,23.2,152.8,0,-21,148.8,0,18,29,90,53,2,21.2,23.2,13,0,52,0,0,23.2,23.2,4,127.8,52
5,7,2,29.2,155,0,-24,155,1,15,28,75,68,5,27.2,32.2,15,0,51,-1,-3,29.2,32.2,0,130,52
5,8,1,24.8,133.8,0,-6,126.8,12,16,30,80,57,4,22.8,26.8,13,2,39,0,0,24.8,24.8,10,108.8,40
5,9,1,27.8,135.6,0,0,122.6,12,14,23,70,57,6,22.8,28.8,18,1,41,0,0,27.8,27.8,9,110.6,42
5,10,4,20.2,136.2,0,0,121.2,10,20,29,100,58,0,23.2,23.2,12,3,39,0,0,20.2,20.2,8,111.2,42
5,11,5,15.6,136.4,0,0,134.4,23,20,27,100,64,0,25.6,25.6,20,10,44,0,0,15.6,15.6,10,111.4,44
5,12,5,8.6,139,0,-36,150,0,7,28,35,64,13,25.6,38.6,18,0,46,-10,-30,8.6,38.6,8,114,48
5,13,4,22.2,157,0,-9,142,1,20,29,100,58,0,23.2,23.2,18,1,48,0,0,22.2,22.2,10,132,49
5,14,2,27.2,152.2,0,0,127.2,0,20,29,100,68,0,27.2,27.2,18,0,51,0,0,27.2,27.2,10,127.2,54
5,15,1,22.8,140.8,0,-42,157.8,0,20,25,100,57,0,22.8,22.8,17,0,49,0,0,22.8,22.8,10,115.8,50
5,16,5,28.6,146,0,-18,141,2,17,29,85,64,3,25.6,28.6,18,0,49,0,0,28.6,28.6,10,121,50
5,17,6,29.2,142.6,0,-57,174.6,0,0,29,0,53,20,21.2,41.2,19,0,57,-4,-12,29.2,41.2,10,117.6,58
5,18,5,25.6,145.4,0,0,120.4,0,20,28,100,64,0,25.6,25.6,19,0,55,0,0,25.6,25.6,10,120.4,56
5,19,6,22.2,136.6,0,-12,137.6,14,15,28,75,53,5,21.2,26.2,17,4,49,0,0,22.2,22.2,10,111.6,50
5,20,3,30,149.8,0,-6,135.8,5,20,28,100,75,0,30,30,17,0,43,0,0,30,30,8,124.8,44
5,21,3,23,161.6,0,-21,157.6,0,15,29,75,75,5,30,35,8,0,52,-4,-12,23,35,6,136.6,53
5,22,4,19.2,145.8,0,-60,180.8,0,3,25,15,58,17,23.2,40.2,17,0,56,-7,-21,19.2,40.2,8,120.8,57
5,23,2,28.2,140.6,0,-30,145.6,0,13,28,65,68,7,27.2,34.2,17,0,54,-2,-6,28.2,34.2,10,115.6,55
5,24,2,24.2,124.2,0,0,117.2,18,20,30,100,68,0,27.2,27.2,18,3,50,0,0,24.2,24.2,10,99.2,51
6,1,2,24.6,180,0,0,170,15,20,28,100,69,0,27.6,27.6,19,3,33,0,0,24.6,24.6,10,155,34
6,2,4,27.2,177.8,0,-36,190.8,2,10,28,50,48,10,19.2,29.2,20,2,43,0,0,27.2,27.2,9,152.8,48
6,3,1,28.4,153.2,0,-12,158.2,18,20,21,100,76,0,30.4,30.4,18,2,49,0,0,28.4,28.4,9,128.2,50
6,4,3,20,140.8,0,-24,161.8,22,20,29,100,60,0,24,24,16,4,50,0,0,20,20,9,115.8,52
6,5,5,17.4,161,0,-39,175,0,0,29,0,46,20,18.4,38.4,18,0,54,-7,-21,17.4,38.4,9,136,55
6,6,3,26,178.8,0,-21,174.8,0,18,27,90,60,2,24,26,14,0,55,0,0,26,26,10,153.8,55
6,7,3,26,181,0,-24,182,2,17,28,85,60,3,24,27,18,1,39,0,0,26,26,9,156,48
6,8,5,18.4,152.2,0,-6,149.2,16,16,28,80,46,4,18.4,22.4,18,4,38,0,0,18.4,18.4,10,127.2,39
6,9,6,26.6,162.2,0,-9,158.2,12,14,27,70,74,6,29.6,35.6,13,0,53,-3,-9,26.6,35.6,9,137.2,54
6,10,1,18.4,154.6,0,-15,154.6,10,17,26,85,76,3,30.4,33.4,6,0,49,-5,-15,18.4,33.4,7,129.6,50
6,11,1,26.4,162.8,0,0,164.8,27,20,28,100,76,0,30.4,30.4,20,4,39,0,0,26.4,26.4,10,137.8,41
6,12,1,28.4,167.4,0,-39,181.4,0,19,26,95,76,1,30.4,31.4,16,0,52,-1,-3,28.4,31.4,7,142.4,53
6,13,2,26.6,183.6,0,-18,177.6,1,12,28,60,69,8,27.6,35.6,19,0,54,-3,-9,26.6,35.6,9,158.6,55
6,14,6,29.6,181.8,0,0,156.8,0,20,29,100,74,0,29.6,29.6,18,0,51,0,0,29.6,29.6,9,156.8,52
6,15,2,30.6,171.4,0,-42,188.4,0,17,23,85,69,3,27.6,30.6,15,0,52,0,0,30.6,30.6,10,146.4,53
6,16,4,23.2,169.2,0,-18,164.2,2,16,25,80,48,4,19.2,23.2,6,0,52,0,0,23.2,23.2,6,144.2,53
6,17,3,24,166.6,0,-72,213.6,0,5,29,25,60,15,24,39,19,0,56,-5,-15,24,39,9,141.6,58
6,18,2,27.6,173,0,0,148,0,20,28,100,69,0,27.6,27.6,20,0,56,0,0,27.6,27.6,9,148,57
6,19,5,21.4,158,0,-15,166,18,10,28,50,46,10,18.4,28.4,19,4,52,-1,-3,21.4,24.4,10,133,53
6,20,4,9.2,159,0,-6,155,15,20,26,100,48,0,19.2,19.2,13,10,45,0,0,9.2,9.2,9,134,46
6,21,6,29.6,191.2,0,-21,187.2,0,20,24,100,74,0,29.6,29.6,14,0,57,0,0,29.6,29.6,8,166.2,58
6,22,4,1.2,147,0,-96,218,0,2,21,10,48,18,19.2,37.2,18,0,55,-12,-36,1.2,37.2,10,122,56
6,23,5,18.4,159,0,-30,164,0,20,29,100,46,0,18.4,18.4,18,0,55,0,0,18.4,18.4,9,134,56
6,24,6,26.6,150.8,0,0,146.8,21,20,28,100,74,0,29.6,29.6,19,3,46,0,0,26.6,26.6,9,125.8,47
7,1,4,32,212,0,0,202,15,20,29,100,80,0,32,32,19,0,55,0,0,32,32,10,187,55
7,2,5,24.4,202.2,0,-36,217.2,4,10,26,50,41,10,16.4,26.4,20,2,48,0,0,24.4,24.4,10,177.2,49
7,3,5,15.4,168.6,0,-12,176.6,21,18,24,90,41,2,16.4,18.4,18,3,49,0,0,15.4,15.4,9,143.6,50
7,4,3,22.2,163,0,-24,187,25,20,29,100,63,0,25.2,25.2,20,3,41,0,0,22.2,22.2,7,138,43
7,5,5,15.4,176.4,0,-60,211.4,0,0,29,0,41,20,16.4,36.4,17,0,51,-7,-21,15.4,36.4,10,151.4,55
7,6,2,28,206.8,0,-21,202.8,0,12,24,60,50,8,20,28,15,0,55,0,0,28,28,10,181.8,55
7,7,6,28,209,0,-24,211,3,15,26,75,60,5,24,29,17,1,41,0,0,28,28,8,184,50
7,8,2,23,175.2,0,-6,174.2,18,15,26,75,50,5,20,25,15,2,42,0,0,23,23,5,150.2,42
7,9,5,21.4,183.6,0,-9,181.6,14,13,27,65,41,7,16.4,23.4,18,2,41,0,0,21.4,21.4,9,158.6,42
7,10,4,32,186.6,0,-15,186.6,10,20,29,100,80,0,32,32,16,0,57,0,0,32,32,10,161.6,58
7,11,1,18,180.8,0,0,192.8,37,20,29,100,70,0,28,28,20,10,46,0,0,18,18,10,155.8,47
7,12,1,28,195.4,0,-39,209.4,0,20,25,100,70,0,28,28,18,0,50,0,0,28,28,7,170.4,52
7,13,3,28.2,211.8,0,-18,205.8,1,17,29,85,63,3,25.2,28.2,19,0,53,0,0,28.2,28.2,10,186.8,55
7,14,6,22,203.8,0,0,180.8,2,20,29,100,60,0,24,24,20,2,43,0,0,22,22,9,178.8,48
7,15,6,24,195.4,0,-42,212.4,0,20,29,100,60,0,24,24,19,0,51,0,0,24,24,10,170.4,52
7,16,3,29.2,198.4,0,-18,193.4,2,16,26,80,63,4,25.2,29.2,19,0,55,0,0,29.2,29.2,10,173.4,55
7,17,6,30,196.6,0,-81,252.6,0,5,29,25,60,15,24,39,19,0,50,-3,-9,30,39,10,171.6,51
7,18,4,32,205,0,0,180,0,20,29,100,80,0,32,32,19,0,57,0,0,32,32,10,180,58
7,19,1,-1,157,0,-54,204,18,10,29,50,70,10,28,38,20,0,57,-13,-39,-1,38,10,132,58
7,20,4,32,191,0,-6,187,15,20,29,100,80,0,32,32,19,0,56,0,0,32,32,7,166,57
7,21,3,26.2,217.4,0,-30,222.4,0,10,27,50,63,10,25.2,35.2,12,0,53,-3,-9,26.2,35.2,10,192.4,55
7,22,2,25,172,0,-108,255,0,3,29,15,50,17,20,37,18,0,55,-4,-12,25,37,10,147,55
7,23,2,18,177,0,-30,184,2,20,29,100,50,0,20,20,16,2,37,0,0,18,18,1,152,39
7,24,1,25,175.8,0,0,174.8,24,20,29,100,70,0,28,28,20,3,50,0,0,25,25,9,150.8,51
8,1,1,26,238,0,0,230,17,20,29,100,70,0,28,28,20,2,25,0,0,26,26,9,213,26
8,2,5,23.4,225.6,0,-36,242.6,6,7,30,35,31,13,12.4,25.4,19,2,47,0,0,23.4,23.4,9,200.6,47
8,3,1,24,192.6,0,-21,209.6,21,15,26,75,70,5,28,33,19,0,45,-3,-9,24,33,8,167.6,45
8,4,6,28,191,0,-24,217,27,20,29,100,75,0,30,30,19,2,53,0,0,28,28,8,166,54
8,5,4,19,195.4,0,-81,251.4,0,0,29,0,50,20,20,40,18,0,57,-7,-21,19,40,9,170.4,57
8,6,5,20.4,227.2,0,-21,223.2,0,12,29,60,31,8,12.4,20.4,15,0,57,0,0,20.4,20.4,10,202.2,58
8,7,6,29,238,0,-30,246,3,15,23,75,75,5,30,35,18,0,52,-2,-6,29,35,10,213,57
8,8,3,27.6,202.8,0,-6,202.8,19,15,29,75,59,5,23.6,28.6,18,1,50,0,0,27.6,27.6,10,177.8,51
8,9,3,25.6,209.2,0,-12,211.2,15,14,25,70,59,6,23.6,29.6,17,1,50,-1,-3,25.6,28.6,9,184.2,51
8,10,4,17,203.6,0,-15,206.6,13,20,29,100,50,0,20,20,8,3,37,0,0,17,17,9,178.6,37
8,11,1,24,204.8,0,0,220.8,41,20,29,100,70,0,28,28,19,4,45,0,0,24,24,9,179.8,46
8,12,4,20,215.4,0,-39,229.4,0,20,26,100,50,0,20,20,17,0,51,0,0,20,20,4,190.4,54
8,13,1,24,235.8,0,-27,238.8,1,15,24,75,70,5,28,33,17,0,57,-3,-9,24,33,10,210.8,57
8,14,6,30,233.8,0,0,210.8,2,20,29,100,75,0,30,30,19,0,57,0,0,30,30,9,208.8,57
8,15,6,30,225.4,0,-42,242.4,0,20,29,100,75,0,30,30,20,0,54,0,0,30,30,10,200.4,54
8,16,2,31.4,229.8,0,-21,227.8,2,16,25,80,76,4,30.4,34.4,18,0,58,-1,-3,31.4,34.4,9,204.8,58
8,17,5,22.4,219,0,-81,275,0,10,29,50,31,10,12.4,22.4,18,0,57,0,0,22.4,22.4,10,194,58
8,18,2,30.4,235.4,0,0,210.4,0,20,29,100,76,0,30.4,30.4,20,0,57,0,0,30.4,30.4,10,210.4,58
8,19,4,26,183,0,-54,234,22,10,29,50,50,10,20,30,20,4,54,0,0,26,26,10,158,57
8,20,2,29.4,220.4,0,-6,217.4,16,20,26,100,76,0,30.4,30.4,18,1,49,0,0,29.4,29.4,7,195.4,49
8,21,3,21.6,239,0,-42,256,0,10,27,50,59,10,23.6,33.6,9,0,57,-4,-12,21.6,33.6,9,214,57
8,22,5,24.4,196.4,0,-114,285.4,0,2,26,10,31,18,12.4,30.4,18,0,57,-2,-6,24.4,30.4,10,171.4,57
8,23,2,30.4,207.4,0,-30,214.4,2,20,29,100,76,0,30.4,30.4,19,0,57,0,0,30.4,30.4,10,182.4,57
8,24,3,20.6,196.4,0,0,198.4,27,20,29,100,59,0,23.6,23.6,20,3,47,0,0,20.6,20.6,10,171.4,48
9,1,6,26,264,0,0,258,19,20,29,100,70,0,28,28,19,2,28,0,0,26,26,10,239,29
9,2,3,25,250.6,0,-36,269.6,8,7,29,35,35,13,14,27,17,2,51,0,0,25,25,10,225.6,53
9,3,4,33.4,226,0,-21,243,21,15,21,75,71,5,28.4,33.4,17,0,54,0,0,33.4,33.4,10,201,54
9,4,1,14.2,205.2,0,-24,236.2,32,20,29,100,48,0,19.2,19.2,17,5,50,0,0,14.2,14.2,10,180.2,51
9,5,1,24.2,219.6,0,-96,290.6,0,0,29,0,48,20,19.2,39.2,19,0,54,-5,-15,24.2,39.2,10,194.6,54
9,6,2,35.2,262.4,0,-21,258.4,0,10,29,50,63,10,25.2,35.2,19,0,56,0,0,35.2,35.2,5,237.4,56
9,7,5,22.6,260.6,0,-30,271.6,6,20,29,100,64,0,25.6,25.6,15,3,50,0,0,22.6,22.6,10,235.6,51
9,8,5,26.6,229.4,0,-9,233.4,20,15,29,75,64,5,25.6,30.6,18,1,49,-1,-3,26.6,29.6,10,204.4,50
9,9,2,32.2,241.4,0,-12,243.4,15,13,22,65,63,7,25.2,32.2,17,0,53,0,0,32.2,32.2,10,216.4,54
9,10,6,27,230.6,0,-15,234.6,14,20,29,100,70,0,28,28,18,1,54,0,0,27,27,10,205.6,55
9,11,5,26.6,231.4,0,0,247.4,41,19,25,95,64,1,25.6,26.6,20,0,51,0,0,26.6,26.6,10,206.4,53
9,12,5,26.6,242,0,-48,265,0,10,29,50,64,10,25.6,35.6,19,0,53,-3,-9,26.6,35.6,6,217,54
9,13,4,32.4,268.2,0,-27,271.2,1,16,29,80,71,4,28.4,32.4,18,0,56,0,0,32.4,32.4,10,243.2,56
9,14,4,28.4,262.2,0,0,239.2,2,20,29,100,71,0,28.4,28.4,19,0,54,0,0,28.4,28.4,10,237.2,55
9,15,3,14,239.4,0,-42,256.4,0,20,29,100,35,0,14,14,15,0,54,0,0,14,14,10,214.4,54
9,16,1,23.2,253,0,-21,251,2,16,29,80,48,4,19.2,23.2,17,0,54,0,0,23.2,23.2,10,228,55
9,17,3,29,248,0,-81,304,0,5,29,25,35,15,14,29,19,0,56,0,0,29,29,10,223,57
9,18,2,25.2,260.6,0,0,235.6,0,20,29,100,63,0,25.2,25.2,19,0,55,0,0,25.2,25.2,10,235.6,56
9,19,6,20,203,0,-72,272,22,10,29,50,70,10,28,38,19,0,58,-6,-18,20,38,10,178,59
9,20,2,25.2,245.6,0,-6,242.6,16,20,29,100,63,0,25.2,25.2,12,0,55,0,0,25.2,25.2,10,220.6,56
9,21,1,27.2,266.2,0,-42,283.2,0,12,25,60,48,8,19.2,27.2,14,0,54,0,0,27.2,27.2,10,241.2,55
